URL,Địa chỉ,Đường,Phường/Xã,Quận/Huyện,Thành Phố,Giá,Diện tích sử dụng,Phòng ngủ,Nhà tắm,Pháp lý,Ngày đăng,Mã BĐS
https://mogi.vn/quan-7/mua-can-ho-chung-cu/ban-gap-ch-garden-plaza-1-pmh-q7-dt-140m2-tang-san-vuon-id22214231," Tôn Dật Tiên, Phường Tân Phong, Quận 7, TPHCM",Tôn Dật Tiên,Phường Tân Phong,Quận 7,TPHCM,7 tỷ 750 triệu,140 m2,3,2,Sổ hồng,20/09/2023,22214231
https://mogi.vn/quan-7/mua-can-ho-chung-cu/can-ho-midtown-m6-song-dang-cap-dau-tu-thong-minh-id22275364," Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, TPHCM",Nguyễn Lương Bằng,Phường Tân Phú,Quận 7,TPHCM,9 tỷ,120 m2,3,2,Sổ hồng,20/09/2023,22275364
https://mogi.vn/quan-7/mua-can-ho-chung-cu/ban-gap-can-ho-midtown-phu-my-hung-dien-tich-76m2-co-so-gia-re-4-ty-id22317151," Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, TPHCM",Nguyễn Lương Bằng,Phường Tân Phú,Quận 7,TPHCM,4 tỷ,76 m2,1,1,Sổ hồng,21/09/2023,22317151
https://mogi.vn/quan-7/mua-can-ho-chung-cu/ban-my-phat-phu-my-hung-duong-nguyen-duc-canh-id22298957," Nguyễn Đức Cảnh, Phường Tân Phong, Quận 7, TPHCM",Nguyễn Đức Cảnh,Phường Tân Phong,Quận 7,TPHCM,8 tỷ 300 triệu,138 m2,3,2,Sổ hồng,20/09/2023,22298957
https://mogi.vn/quan-7/mua-can-ho-chung-cu/chinh-chu-can-ban-can-ho-the-peak-midtown-phu-my-hung-gia-chi-5-5-ty-id22166777," Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, TPHCM",Nguyễn Lương Bằng,Phường Tân Phú,Quận 7,TPHCM,5 tỷ 500 triệu,80 m2,2,2,Hợp đồng mua bán,21/09/2023,22166777
https://mogi.vn/quan-7/mua-can-ho-chung-cu/ban-can-ho-sunrise-city-d-nguyen-huu-tho-q-7-dt-76m2-co-2pn-3-65-ty-id21433472," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",Nguyễn Hữu Thọ,Phường Tân Hưng,Quận 7,TPHCM,3 tỷ 650 triệu,76 m2,2,2,Sổ hồng,21/09/2023,21433472
https://mogi.vn/quan-2/mua-can-ho-chung-cu/sadora-sala-ban-3pn-120m2-view-cong-vien-gia-re-nhat-hien-tai-id22339511," Mai Chí Thọ, Phường Thủ Thiêm, Quận 2 (TP. Thủ Đức), TPHCM",Mai Chí Thọ,Phường Thủ Thiêm,Quận 2 (TP. Thủ Đức),TPHCM,10 tỷ 800 triệu,120 m2,3,2,Hợp đồng mua bán,21/09/2023,22339511
https://mogi.vn/tp-bien-hoa/mua-can-ho-chung-cu/can-ban-can-ho-46m2-can-1-1pn-gia-1-ty-bao-thue-phi-sang-ten-so-hong-id22051558," Quốc Lộ 1A, Phường An Bình, TP. Biên Hoà, Đồng Nai",Quốc Lộ 1A,Phường An Bình,,TP. Biên Hoà,1 tỷ,46 m2,1,1,Sổ hồng,21/09/2023,22051558
https://mogi.vn/quan-7/mua-can-ho-chung-cu/ban-gap-riverside-residence-pmh-quan-7-dt-140m2-nha-dep-gia-chi-7-id22254502," Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, TPHCM",Nguyễn Lương Bằng,Phường Tân Phú,Quận 7,TPHCM,6 tỷ 999 triệu,140 m2,3,2,Sổ hồng,20/09/2023,22254502
https://mogi.vn/quan-2/mua-can-ho-chung-cu/chu-nha-thien-chi-ban-nhanh-2pn-sadora-chi-6ty3-id22339518," Mai Chí Thọ, Phường Thủ Thiêm, Quận 2 (TP. Thủ Đức), TPHCM",Mai Chí Thọ,Phường Thủ Thiêm,Quận 2 (TP. Thủ Đức),TPHCM,6 tỷ 300 triệu,88 m2,2,2,Hợp đồng mua bán,21/09/2023,22339518
https://mogi.vn/quan-7/mua-can-ho-chung-cu/ban-can-ho-era-duc-khai-quan-7-gia-re-1-350-ty-can-id22334373," Nguyễn Lương Bằng, Phường Phú Mỹ, Quận 7, TPHCM",Nguyễn Lương Bằng,Phường Phú Mỹ,Quận 7,TPHCM,1 tỷ 350 triệu,50 m2,1,1,Hợp đồng mua bán,21/09/2023,22334373
https://mogi.vn/tp-bien-hoa/mua-can-ho-chung-cu/can-ban-can-ho-77m2-2pn-topaz-twins-p-thong-nhat-bien-hoa-gia-2-45-ty-id22093402," Võ Thị Sáu, Phường Thống Nhất, TP. Biên Hoà, Đồng Nai",Võ Thị Sáu,Phường Thống Nhất,,TP. Biên Hoà,2 tỷ 450 triệu,77 m2,2,2,Sổ hồng,21/09/2023,22093402
https://mogi.vn/tp-bien-hoa/mua-can-ho-chung-cu/can-ban-can-ho-49m2-gan-cau-dong-nai-nga-3-vung-tau-bien-hoa-1-07-ty-id22093878," Quốc Lộ 1A, Phường An Bình, TP. Biên Hoà, Đồng Nai",Quốc Lộ 1A,Phường An Bình,,TP. Biên Hoà,1 tỷ 70 triệu,49 m2,1,1,Sổ hồng,21/09/2023,22093878
https://mogi.vn/quan-7/mua-can-ho-chung-cu/gia-dinh-toi-can-ban-ch-scenic-valley-pmh-2pn-gia-3-680-ty-id22211126," Nguyễn Văn Linh, Phường Tân Phú, Quận 7, TPHCM",Nguyễn Văn Linh,Phường Tân Phú,Quận 7,TPHCM,3 tỷ 679 triệu,70 m2,2,2,Sổ hồng,20/09/2023,22211126
https://mogi.vn/quan-7/mua-can-ho-chung-cu/ban-can-ho-cao-cap-garden-court-1-pmh-q7-id21544067," Tôn Dật Tiên, Phường Tân Phong, Quận 7, TPHCM",Tôn Dật Tiên,Phường Tân Phong,Quận 7,TPHCM,6 tỷ 500 triệu,148 m2,3,2,Không xác định,21/09/2023,21544067
https://mogi.vn/tp-bien-hoa/mua-can-ho-chung-cu/can-ban-can-ho-2pn-full-noi-that-ngay-cau-dong-nai-1-4-ty-so-hong-rien-id22093970," Quốc Lộ 1A, Phường An Bình, TP. Biên Hoà, Đồng Nai",Quốc Lộ 1A,Phường An Bình,,TP. Biên Hoà,1 tỷ 400 triệu,55 m2,2,2,Sổ hồng,21/09/2023,22093970
https://mogi.vn/quan-7/mua-can-ho-chung-cu/gia-dinh-can-ban-ch-my-phuc-phu-my-hung-quan-7-118m2-gia-re-id22271243," Nguyễn Đức Cảnh, Phường Tân Phong, Quận 7, TPHCM",Nguyễn Đức Cảnh,Phường Tân Phong,Quận 7,TPHCM,5 tỷ 580 triệu,118 m2,3,2,Sổ hồng,20/09/2023,22271243
https://mogi.vn/quan-7/mua-can-ho-chung-cu/ban-can-ho-riverside-phu-my-hung-q7-hcm-gia-tot-id21543910," Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, TPHCM",Nguyễn Lương Bằng,Phường Tân Phú,Quận 7,TPHCM,7 tỷ,148 m2,3,2,Sổ hồng,21/09/2023,21543910
https://mogi.vn/quan-7/mua-can-ho-chung-cu/can-ho-m8a-tai-midtown-phu-my-hung-so-huu-va-dau-tu-thong-minh-id22219674," Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, TPHCM",Nguyễn Lương Bằng,Phường Tân Phú,Quận 7,TPHCM,7 tỷ 499 triệu,80 m2,2,2,Hợp đồng mua bán,20/09/2023,22219674
https://mogi.vn/tp-bien-hoa/mua-can-ho-chung-cu/can-ban-can-ho-2pn-gan-cau-dong-nai-nga-3-vung-tau-bien-hoa-1-18-ty-id22094061," Quốc Lộ 1A, Phường An Bình, TP. Biên Hoà, Đồng Nai",Quốc Lộ 1A,Phường An Bình,,TP. Biên Hoà,1 tỷ 180 triệu,57 m2,2,2,Sổ hồng,21/09/2023,22094061
https://mogi.vn/tp-bien-hoa/mua-can-ho-chung-cu/can-ban-can-ho-55m2-2pn-view-song-full-noi-that-ngay-cau-dong-nai-id22109720," Quốc Lộ 1A, Phường An Bình, TP. Biên Hoà, Đồng Nai",Quốc Lộ 1A,Phường An Bình,,TP. Biên Hoà,1 tỷ 399 triệu,55 m2,2,2,Sổ hồng,21/09/2023,22109720
https://mogi.vn/quan-7/mua-can-ho-chung-cu/ban-gap-can-ho-garden-court-1-2-phu-my-hung-quan-7-nha-dep-gia-re-id22340220," Tôn Dật Tiên, Phường Tân Phong, Quận 7, TPHCM",Tôn Dật Tiên,Phường Tân Phong,Quận 7,TPHCM,7 tỷ 200 triệu,130 m2,3,2,Sổ hồng,21/09/2023,22340220
https://mogi.vn/huyen-nha-be/mua-can-ho-chung-cu/ban-gap-ban-lo-ch-the-park-residence-73m2-day-du-noi-that-chi-2ty2-ty-id21635082," Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, TPHCM",Nguyễn Hữu Thọ,Xã Phước Kiển,Huyện Nhà Bè,TPHCM,2 tỷ 200 triệu,73 m2,2,2,Hợp đồng mua bán,20/09/2023,21635082
https://mogi.vn/quan-7/mua-can-ho-chung-cu/ban-gap-can-ho-green-valley-3pn-gia-6-5-ty-phu-my-hung-nha-dep-nhu-id22340174," Tôn Dật Tiên, Phường Tân Phú, Quận 7, TPHCM",Tôn Dật Tiên,Phường Tân Phú,Quận 7,TPHCM,52 triệu,125 m2,3,2,Sổ hồng,21/09/2023,22340174
https://mogi.vn/quan-7/mua-can-ho-chung-cu/ban-can-ho-layout-cuc-dep-o-hung-phuc-2-phu-my-hung-id22160011," Nguyễn Lương Bằng, Phường Phú Mỹ, Quận 7, TPHCM",Nguyễn Lương Bằng,Phường Phú Mỹ,Quận 7,TPHCM,5 tỷ 800 triệu,79 m2,2,2,Hợp đồng mua bán,20/09/2023,22160011
https://mogi.vn/quan-7/mua-can-ho-chung-cu/hien-tai-do-can-tien-gap-nen-chu-nha-can-ra-nhanh-can-ascentia-id22151615," Nguyễn Lương Bằng, Phường Phú Mỹ, Quận 7, TPHCM",Nguyễn Lương Bằng,Phường Phú Mỹ,Quận 7,TPHCM,7 tỷ 400 triệu,107 m2,3,2,Hợp đồng mua bán,20/09/2023,22151615
https://mogi.vn/quan-7/mua-can-ho-chung-cu/ban-gap-ch-riverside-residence-pmh-q7-dt-98m2-gia-5-1-ty-id22239475," Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, TPHCM",Nguyễn Lương Bằng,Phường Tân Phú,Quận 7,TPHCM,5 tỷ 100 triệu,90 m2,2,2,Sổ hồng,20/09/2023,22239475
https://mogi.vn/quan-7/mua-can-ho-chung-cu/ban-can-ho-cao-cap-green-valley-phu-my-hung-q7-hcm-id21542917," Nguyễn Đổng Chi, Phường Tân Phú, Quận 7, TPHCM",Nguyễn Đổng Chi,Phường Tân Phú,Quận 7,TPHCM,5 tỷ 900 triệu,130 m2,3,2,Sổ hồng,21/09/2023,21542917
https://mogi.vn/quan-7/mua-can-ho-chung-cu/mot-can-ho-midtown-tam-huyet-view-song-id22151607," Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, TPHCM",Nguyễn Lương Bằng,Phường Tân Phú,Quận 7,TPHCM,18 tỷ 499 triệu,131 m2,3,2,Hợp đồng mua bán,20/09/2023,22151607
https://mogi.vn/huyen-nha-be/mua-can-ho-chung-cu/ket-tien-ban-nhanh-ch-the-park-3pn-106m2-chi-2-65-ty-id21788419," Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, TPHCM",Nguyễn Hữu Thọ,Xã Phước Kiển,Huyện Nhà Bè,TPHCM,2 tỷ 650 triệu,106 m2,3,2,Hợp đồng mua bán,20/09/2023,21788419
https://mogi.vn/quan-9/mua-can-ho-chung-cu/studio-ban-thue-can-ho-studio-vinhomes-grand-park-so-huu-lau-dai-id22292291," Nguyễn Xiển, Phường Long Bình, Quận 9 (TP. Thủ Đức), TPHCM",Nguyễn Xiển,Phường Long Bình,Quận 9 (TP. Thủ Đức),TPHCM,1 tỷ 200 triệu,30 m2,1,1,Hợp đồng mua bán,21/09/2023,22292291
https://mogi.vn/huyen-nha-be/mua-can-ho-chung-cu/ket-tien-ban-nhanh-ch-the-park-3pn-106m-chi-2-65-ty-id21842770," Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, TPHCM",Nguyễn Hữu Thọ,Xã Phước Kiển,Huyện Nhà Bè,TPHCM,2 tỷ 650 triệu,106 m2,3,2,Hợp đồng mua bán,20/09/2023,21842770
https://mogi.vn/quan-7/mua-can-ho-chung-cu/ban-nha-dat-id22151598," Nguyễn Lương Bằng, Phường Phú Mỹ, Quận 7, TPHCM",Nguyễn Lương Bằng,Phường Phú Mỹ,Quận 7,TPHCM,4 tỷ 500 triệu,69 m2,2,2,Hợp đồng mua bán,20/09/2023,22151598
https://mogi.vn/quan-7/mua-can-ho-chung-cu/can-ban-can-ho-hung-phuc-quan-94m-gia-4-5-ty-full-noi-that-gia-tot-id22068548," Nguyễn Lương Bằng, Phường Phú Mỹ, Quận 7, TPHCM",Nguyễn Lương Bằng,Phường Phú Mỹ,Quận 7,TPHCM,4 tỷ 500 triệu,94 m2,3,2,Sổ hồng,21/09/2023,22068548
https://mogi.vn/huyen-nha-be/mua-can-ho-chung-cu/ban-nhanh-can-ho-the-park-residence-2pn1wc-chi-1-8ty-id21878663," Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, TPHCM",Nguyễn Hữu Thọ,Xã Phước Kiển,Huyện Nhà Bè,TPHCM,1 tỷ 800 triệu,62 m2,2,1,Hợp đồng mua bán,20/09/2023,21878663
https://mogi.vn/quan-7/mua-can-ho-chung-cu/hung-phuc-premier-2pn-gia-tot-tot-id22151589," Nguyễn Lương Bằng, Phường Phú Mỹ, Quận 7, TPHCM",Nguyễn Lương Bằng,Phường Phú Mỹ,Quận 7,TPHCM,4 tỷ 699 triệu,69 m2,2,2,Hợp đồng mua bán,20/09/2023,22151589
https://mogi.vn/tp-bien-hoa/mua-can-ho-chung-cu/can-ban-can-ho-1pn-gan-cau-dong-nai-kcn-bien-hoa-2-gia-830-tr-so-hong-id22327292," Quốc Lộ 1A, Phường An Bình, TP. Biên Hoà, Đồng Nai",Quốc Lộ 1A,Phường An Bình,,TP. Biên Hoà,830 triệu,38 m2,1,1,Sổ hồng,21/09/2023,22327292
https://mogi.vn/huyen-nha-be/mua-can-ho-chung-cu/ban-gap-ban-lo-ch-dragon-hill-2-104m-chi-3-2-ty-id21842816," Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, TPHCM",Nguyễn Hữu Thọ,Xã Phước Kiển,Huyện Nhà Bè,TPHCM,3 tỷ 200 triệu,104 m2,3,2,Sổ hồng,20/09/2023,21842816
https://mogi.vn/tp-bien-hoa/mua-can-ho-chung-cu/can-ban-can-ho-62m2-topaz-twins-p-thong-nhat-bien-hoa-full-nt-2-ty-id22327323," Võ Thị Sáu, Phường Thống Nhất, TP. Biên Hoà, Đồng Nai",Võ Thị Sáu,Phường Thống Nhất,,TP. Biên Hoà,2 tỷ,62 m2,1,1,Sổ hồng,21/09/2023,22327323
https://mogi.vn/quan-7/mua-can-ho-chung-cu/can-ban-shop-midtown-phu-my-hung-quan-7-63m-gia-4-ty-full-noi-that-re-id22068534," Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, TPHCM",Nguyễn Lương Bằng,Phường Tân Phú,Quận 7,TPHCM,4 tỷ,63 m2,1,1,Sổ hồng,21/09/2023,22068534
https://mogi.vn/quan-7/mua-can-ho-chung-cu/ban-ch-riverpark-residence-pmh-q7-3pn-view-song-gia-re-nhat-tt-id22280653," Nguyễn Đức Cảnh, Phường Tân Phong, Quận 7, TPHCM",Nguyễn Đức Cảnh,Phường Tân Phong,Quận 7,TPHCM,7 tỷ 600 triệu,120 m2,3,2,Sổ hồng,20/09/2023,22280653
https://mogi.vn/huyen-nha-be/mua-can-ho-chung-cu/ban-lo-ch-the-park-residence-2pn-2wc-day-du-noi-that-73m2-chi-2-2-ty-id21878686," Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, TPHCM",Nguyễn Hữu Thọ,Xã Phước Kiển,Huyện Nhà Bè,TPHCM,2 tỷ,73 m2,2,2,Hợp đồng mua bán,20/09/2023,21878686
https://mogi.vn/quan-7/mua-can-ho-chung-cu/ban-can-ho-the-panorama-pmh-121m2-gia-6-2-ty-140m2-gia-7-35ty-142m2-id21562516," Tôn Dật Tiên, Phường Tân Phong, Quận 7, TPHCM",Tôn Dật Tiên,Phường Tân Phong,Quận 7,TPHCM,6 tỷ 100 triệu,141 m2,3,3,Sổ hồng,21/09/2023,21562516
https://mogi.vn/tp-bien-hoa/mua-can-ho-chung-cu/can-ban-can-ho-1pn-gan-cau-dong-nai-nga-3-vung-tau-950-trieu-so-hong-id22327339," Quốc Lộ 1A, Phường An Bình, TP. Biên Hoà, Đồng Nai",Quốc Lộ 1A,Phường An Bình,,TP. Biên Hoà,950 triệu,46 m2,1,1,Sổ hồng,21/09/2023,22327339
https://mogi.vn/quan-9/mua-can-ho-chung-cu/thong-tin-can-ho-studio-vinhomes-grand-park-id22292632," Nguyễn Xiển, Phường Long Bình, Quận 9 (TP. Thủ Đức), TPHCM",Nguyễn Xiển,Phường Long Bình,Quận 9 (TP. Thủ Đức),TPHCM,2 tỷ 900 triệu,81 m2,3,2,Hợp đồng mua bán,21/09/2023,22292632
https://mogi.vn/tp-bien-hoa/mua-can-ho-chung-cu/can-ban-can-ho-77m2-can-2pn-topaz-twins-p-thong-nhat-bien-hoa-2-5-ty-id22327334," Võ Thị Sáu, Phường Thống Nhất, TP. Biên Hoà, Đồng Nai",Võ Thị Sáu,Phường Thống Nhất,,TP. Biên Hoà,2 tỷ 500 triệu,77 m2,2,2,Sổ hồng,21/09/2023,22327334
https://mogi.vn/quan-9/mua-can-ho-chung-cu/1pn-ban-thue-thong-tin-can-ho-studio-vinhomes-grand-park-id22292598," Nguyễn Xiển, Phường Long Bình, Quận 9 (TP. Thủ Đức), TPHCM",Nguyễn Xiển,Phường Long Bình,Quận 9 (TP. Thủ Đức),TPHCM,1 tỷ 700 triệu,47 m2,1,1,Hợp đồng mua bán,21/09/2023,22292598
https://mogi.vn/huyen-nha-be/mua-can-ho-chung-cu/hot-ban-can-ho-2pn-the-park-residence-chi-2ty2-day-du-noi-that-id21878711," Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, TPHCM",Nguyễn Hữu Thọ,Xã Phước Kiển,Huyện Nhà Bè,TPHCM,2 tỷ 200 triệu,73 m2,2,2,Hợp đồng mua bán,20/09/2023,21878711
https://mogi.vn/quan-7/mua-can-ho-chung-cu/ban-can-ho-midtown-79m2-2pn-2wc-noi-that-cao-cap-gia-6-8-ty-id22191699," Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, TPHCM",Nguyễn Lương Bằng,Phường Tân Phú,Quận 7,TPHCM,6 tỷ 800 triệu,79 m2,2,2,Sổ hồng,21/09/2023,22191699
https://mogi.vn/quan-9/mua-can-ho-chung-cu/2pn-ban-can-ho-2pn-59m2-vinhomes-grand-park-id22292623," Nguyễn Xiển, Phường Long Bình, Quận 9 (TP. Thủ Đức), TPHCM",Nguyễn Xiển,Phường Long Bình,Quận 9 (TP. Thủ Đức),TPHCM,2 tỷ 100 triệu,59 m2,2,2,Hợp đồng mua bán,21/09/2023,22292623
https://mogi.vn/quan-7/mua-can-ho-chung-cu/ban-can-ho-nam-phuc-phu-my-hung-quan-7-124m2-id22267184," Đường số 17, Phường Tân Phú, Quận 7, TPHCM",Đường số 17,Phường Tân Phú,Quận 7,TPHCM,7 tỷ 500 triệu,124 m2,3,2,Hợp đồng mua bán,21/09/2023,22267184
https://mogi.vn/tp-bien-hoa/mua-can-ho-chung-cu/can-ban-can-ho-57m2-2pn-gan-cau-dong-nai-nga-3-vung-tau-gia-1-25-ty-id21958569," Quốc Lộ 1A, Phường An Bình, TP. Biên Hoà, Đồng Nai",Quốc Lộ 1A,Phường An Bình,,TP. Biên Hoà,1 tỷ 250 triệu,57 m2,2,2,Sổ hồng,21/09/2023,21958569
https://mogi.vn/quan-7/mua-can-ho-chung-cu/ban-gap-can-penhouse-canh-vien-phu-my-hung-dt-250m2-gia-tot-14-ty-id22219484," Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, TPHCM",Nguyễn Lương Bằng,Phường Tân Phú,Quận 7,TPHCM,14 tỷ,250 m2,4,3,Sổ hồng,21/09/2023,22219484
https://mogi.vn/huyen-nha-be/mua-can-ho-chung-cu/ket-tien-ban-gap-can-ho-hung-phat-silver-star-2pn-73m2-chi-2-5ty-id22303734," Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, TPHCM",Nguyễn Hữu Thọ,Xã Phước Kiển,Huyện Nhà Bè,TPHCM,2 tỷ 500 triệu,75 m2,2,2,Sổ hồng,20/09/2023,22303734
https://mogi.vn/quan-7/mua-can-ho-chung-cu/chinh-chu-ban-ch-nam-phuc-lejadin-pmh-q7-3pn-full-nt-id22210999," Đường số 17, Phường Tân Phú, Quận 7, TPHCM",Đường số 17,Phường Tân Phú,Quận 7,TPHCM,6 tỷ 300 triệu,110 m2,3,2,Sổ hồng,20/09/2023,22210999
https://mogi.vn/huyen-nha-be/mua-can-ho-chung-cu/ban-can-ho-the-park-residence-2pn-day-du-noi-that-don-vao-o-ngay-id22177618," Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, TPHCM",Nguyễn Hữu Thọ,Xã Phước Kiển,Huyện Nhà Bè,TPHCM,2 tỷ 500 triệu,73 m2,2,2,Hợp đồng mua bán,20/09/2023,22177618
https://mogi.vn/tp-bien-hoa/mua-can-ho-chung-cu/can-ban-can-ho-46m2-ngay-cau-dong-nai-nga-3-vung-tau-gia-1-05-ty-id22019275," Quốc Lộ 1A, Phường An Bình, TP. Biên Hoà, Đồng Nai",Quốc Lộ 1A,Phường An Bình,,TP. Biên Hoà,1 tỷ 50 triệu,46 m2,1,1,Sổ hồng,21/09/2023,22019275
https://mogi.vn/quan-7/mua-can-ho-chung-cu/ket-tien-ban-gap-ch-riverpark-premier-pmh-q7-3pn-gia-re-9-780-ty-id22210949," Nguyễn Đức Cảnh, Phường Tân Phong, Quận 7, TPHCM",Nguyễn Đức Cảnh,Phường Tân Phong,Quận 7,TPHCM,9 tỷ 780 triệu,120 m2,3,1,Sổ hồng,20/09/2023,22210949
https://mogi.vn/quan-7/mua-can-ho-chung-cu/ban-nhanh-can-ho-scenic-valley-pmh-q7-nha-dep-id22150604," Tôn Dật Tiên, Phường Tân Phú, Quận 7, TPHCM",Tôn Dật Tiên,Phường Tân Phú,Quận 7,TPHCM,4 tỷ,70 m2,2,2,Sổ hồng,21/09/2023,22150604
https://mogi.vn/quan-7/mua-can-ho-chung-cu/ban-gap-can-ho-the-panorama-3-pmh-q7-dt-146m2-gia-9-ty-id22206195," Nguyễn Đức Cảnh, Phường Tân Phong, Quận 7, TPHCM",Nguyễn Đức Cảnh,Phường Tân Phong,Quận 7,TPHCM,9 tỷ,140 m2,3,2,Sổ hồng,20/09/2023,22206195
https://mogi.vn/quan-7/mua-can-ho-chung-cu/cho-the-can-ho-cao-cap-gran-view-c-pmh-q7-hcm-id21544092," Nguyễn Đức Cảnh, Phường Tân Phong, Quận 7, TPHCM",Nguyễn Đức Cảnh,Phường Tân Phong,Quận 7,TPHCM,26 triệu,148 m2,3,2,Sổ hồng,21/09/2023,21544092
https://mogi.vn/huyen-nha-be/mua-can-ho-chung-cu/ban-lo-ch-the-park-residence-1-can-duy-nhat-2pn-1wc-62m2-chi-1-88-ty-id21788421," Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, TPHCM",Nguyễn Hữu Thọ,Xã Phước Kiển,Huyện Nhà Bè,TPHCM,1 tỷ 850 triệu,62 m2,2,1,Hợp đồng mua bán,20/09/2023,21788421
https://mogi.vn/tp-bien-hoa/mua-can-ho-chung-cu/can-ban-can-46m2-gan-cau-dong-nai-nga-3-vung-tau-full-noi-that-975tr-id22213474," Quốc Lộ 1A, Phường An Bình, TP. Biên Hoà, Đồng Nai",Quốc Lộ 1A,Phường An Bình,,TP. Biên Hoà,975 triệu,46 m2,1,1,Sổ hồng,21/09/2023,22213474
https://mogi.vn/quan-7/mua-can-ho-chung-cu/ban-gap-ch-happy-valley-pmh-q7-3pn-view-ho-boi-gia-re-nhat-tt-id22279835," Nguyễn Văn Linh, Phường Tân Phong, Quận 7, TPHCM",Nguyễn Văn Linh,Phường Tân Phong,Quận 7,TPHCM,4900 tỷ,100 m2,3,2,Sổ hồng,20/09/2023,22279835
https://mogi.vn/quan-7/mua-can-ho-chung-cu/hang-hiem-happy-valley-100m2-view-golf-full-nt-5-5ty-bao-thue-phi-id21888362," Nguyễn Văn Linh, Phường Tân Phong, Quận 7, TPHCM",Nguyễn Văn Linh,Phường Tân Phong,Quận 7,TPHCM,5 tỷ 500 triệu,100 m2,3,2,Sổ hồng,20/09/2023,21888362
https://mogi.vn/tp-bien-hoa/mua-can-ho-chung-cu/can-ban-can-ho-62m2-topaz-twins-p-thong-nhat-bien-hoa-full-noi-that-id22308943," Võ Thị Sáu, Phường Thống Nhất, TP. Biên Hoà, Đồng Nai",Võ Thị Sáu,Phường Thống Nhất,,TP. Biên Hoà,2 tỷ 50 triệu,77 m2,1,1,Sổ hồng,21/09/2023,22308943
https://mogi.vn/quan-7/mua-can-ho-chung-cu/ban-can-ho-riverside-residence-phu-my-hung-quan-7-3pn-gia-7-4-ty-id22109481," Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, TPHCM",Nguyễn Lương Bằng,Phường Tân Phú,Quận 7,TPHCM,7 tỷ 400 triệu,140 m2,3,2,Sổ hồng,21/09/2023,22109481
https://mogi.vn/quan-7/mua-can-ho-chung-cu/ban-lo-can-ho-midtown-pmh-q7-dt-121m2-gia-re-chi-7-8-ty-id22206144," Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, TPHCM",Nguyễn Lương Bằng,Phường Tân Phú,Quận 7,TPHCM,7 tỷ 800 triệu,120 m2,3,3,Sổ hồng,20/09/2023,22206144
https://mogi.vn/huyen-nha-be/mua-can-ho-chung-cu/can-ho-so-hong-3pn-chung-cu-dragon-hill-phu-long-view-dep-3ty1-id21921727," Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, TPHCM",Nguyễn Hữu Thọ,Xã Phước Kiển,Huyện Nhà Bè,TPHCM,3 tỷ 50 triệu,116 m2,3,2,Sổ hồng,20/09/2023,21921727
https://mogi.vn/quan-7/mua-can-ho-chung-cu/cat-lo-1ty-can-ho-the-peak-midtown-phu-my-hung-130m2-3pn-gia-10-6ty-id22092633," Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, TPHCM",Nguyễn Lương Bằng,Phường Tân Phú,Quận 7,TPHCM,10 tỷ 600 triệu,130 m2,3,2,Sổ hồng,21/09/2023,22092633
https://mogi.vn/tp-bien-hoa/mua-can-ho-chung-cu/can-ban-can-ho-topaz-twins-full-noi-that-gia-1-55-ty-ngay-bv-ito-bh-id22213451," Võ Thị Sáu, Phường Thống Nhất, TP. Biên Hoà, Đồng Nai",Võ Thị Sáu,Phường Thống Nhất,,TP. Biên Hoà,1 tỷ 550 triệu,48 m2,1,1,Sổ hồng,21/09/2023,22213451
https://mogi.vn/quan-7/mua-can-ho-chung-cu/ban-gap-ch-nam-phuc-lejadin-pmh-q7-dt-124m2-view-cong-vien-id22221418," Đường số 17, Phường Tân Phú, Quận 7, TPHCM",Đường số 17,Phường Tân Phú,Quận 7,TPHCM,8 tỷ,120 m2,3,2,Sổ đỏ,20/09/2023,22221418
